Address,Latitude,Longitude
CARUS TRAILER/SPANGLER RD,45.25928,-122.588151
"10955 SE 25TH, MILWAUKIE, OR",45.443178,-122.638042
"SAUVIE ISLAND-SSB/ROUTE 1, BOX 442",45.768531,-122.7721
"7112 RAPP LANE, TALENT",42.229891,-122.7877
AMAZON PARK/499 E 29TH,44.026312,-123.083737
"79980 DELIGHT VALLEY SCHOOL RD, SAGINAW",43.8345,-123.0353
CASCADE JR HIGH 10226 MARION RD TURNER O,44.81029,-122.915085
UNIVERSITY DRIVE- PENN STATE RESEACH ORCHART,39.93,-77.25
"CALIFORNIA & 11TH AVE, HARRISON",40.613949,-79.72941
GLADE DR. & NOLTE RD. KITTANNING,40.814183,-79.56475
KUTZTOWN UNIVERSITY - GRIM SCIENCE BLDG,40.511111,-75.786111
PENN NURSERY OFF OF RT 322,40.774556,-77.622139
WEST CHESTER UNIVERSITY,39.935667,-75.604306
NEW GARDEN AIRPORT - TOUGHKENAMON,39.834461,-75.768242
LOCATED NEAR S.B. ELLIOTT STATE PARK,41.1175,-78.526194
SIPE AVE & MAE STREET,40.272222,-76.681389
FOREST ROAD - METHODIST HILL,39.961111,-77.475556
WILSON FIRE CO. ERIE & PLEASANT,41.479116,-75.578186
 255 LOWER BROADWAY(NEXT TO LEON&EDDY'S),41.209167,-76.003333
TIADAGHTON SPORTMANS CLUB,41.334056,-77.449083
TIOGA,41.644722,-76.939167
OLD WILLIAM PENN HWY & SARDIS AVE,40.428076,-79.692811
W. ALTON JONES CAMPUS URI PARKERFIELD WE,41.615237,-71.72
59 JIM SCOTT LANE [Due West],34.325318,-82.386376
River Oak Drive (Goose Creek) [Bushy Park],32.987252,-79.9367
DOCK ROAD @ 14TH STREET [Army Reserve],32.911719,-79.965501
McGinnis Road [Cowpens],35.130396,-81.816567
100 LUSCOMBE DRIVE [Chester],34.79297,-81.203724
RT 2 BOX 100 MCBEE  (SC145) [Chesterfield],34.615367,-80.198787
2200 POCKET ROAD [Pee Dee],34.285696,-79.744859
106 HOPEWELL ROAD [Clemson],34.653606,-82.838659
900 CLEMSON ROAD [Sandhill],34.131262,-80.868318
1556 JOHN DODD ROAD [North Spartanburg Fire Station #2],34.988706,-82.075802
1121 DELTA ROAD [Delta],34.539378,-81.560354
BADLANDS NP,43.746937,-101.941541
424 EAST INDIANA STREET ROBINSDALE SITE,44.064932,-103.209138
GREAT SMOKY MOUNTAINS NP - CADES COVE,35.603056,-83.783611
3711 BELL ROAD,36.150799,-86.623297
VOLUNTEER ARMY AMMUNITION PLANT,35.076462,-85.151621
SODDY DAISY H.S.  00618 SEQUOYAH RD,35.233476,-85.181581
"2393 Forrester Road, New Market TN 37820",36.105629,-83.602077
9315 RUTLEDGE PIKE MASCOT TN 37806,36.085508,-83.764806
4625 MILDRED DRIVE,36.019186,-83.87381
355 BUSBY RD,35.115968,-87.469954
EAGLEVILLE PUCKETT'S FARM,35.732878,-86.598872
"CLINGSMANS DOME, GREAT SMOKY MTNS. NP",35.562872,-83.497941
1330 FRAYSER BLVD,35.217501,-90.019707
6855 MUDVILLE RD.,35.378153,-89.83447
3301 BLOOMINGDALE RD. Kingsport TN  37660,36.58211,-82.485742
ROCKLAND RECREATION AREA-OLD HICKORY DAM Army Corp of Engineer Property,36.29756,-86.653137
COTTONTOWN WRIGHT'S FARM,36.453975,-86.564149
F Range (1000Yd marker off Wilderness Trail),29.632058,-98.564936
4503 Croix Pkwy,29.520443,-95.392509
109B  Brazoria Hwy 332 West,29.043759,-95.472946
6590 Hillcrest Road,33.1324,-96.786419
817 N. TEXAS HIGHWAY 5,33.355833,-96.551111
12532 1/2 Nuestra Drive,32.919206,-96.808498
3277 W Redbird Lane,32.676451,-96.87206
405 LONG CREEK RD,32.769379,-96.546299
Denton Airport South,33.219069,-97.196284
10834 Ivanhoe (Ivanhoe Fire Station),31.785769,-106.323578
650 R E Thomason Loop,31.746775,-106.402806
8715 CESSNA STREET,29.263319,-94.856568
6400 Bissonnet Street,29.695729,-95.499219
3333 1/2 Hwy 6 South,29.723333,-95.635833
2311 Texas Ave,29.752778,-95.350278
3824 1/2 BATTLEGROUND,29.751667,-95.083611
29400 Ranch Road 12,30.214616,-98.083347
1902 WEST SCHUNIOR,26.309858,-98.183101
2300 North Glasscock,26.22621,-98.291069
200 N Gordon Street,32.442304,-97.803529
824 Sayle Street,33.153088,-96.115572
12552 Second St,29.863957,-94.317802
Jefferson County Airport,29.9425,-94.000556
1650 Airport Drive,32.353595,-97.436742
9472A Hwy 1484,30.350302,-95.425128
INTERSECTION OF TX HWYS 62 AND 12,30.194167,-93.866944
3033 New Authon Rd,32.868773,-97.905931
100 E Heath St,32.936523,-96.459211
14290 Morris Dido Newark Rd,32.987891,-97.477175
4100 Fairway Dr,32.98426,-97.063721
"140 W.FISHBURN DRIVE, BRIGHAM CITY, UT",41.492707,-112.018863
"5715 S. 1400 E., SALT LAKE CITY",40.646667,-111.849722
"3275 W 3100 S, WEST VALLEY CITY, UTAH",40.704444,-111.968611
"12950 S. 5600 WEST, HERRIMAN, UTAH",40.517946,-112.023051
"CANYONLANDS NATIONAL PARK, UTAH",38.45832,-109.82126
"10865 N. 6000 WEST, HIGHLAND, UTAH",40.430278,-111.803889
"312 W. 2050 NORTH, SPANISH FORK, UTAH",40.136336,-111.660502
"4601 S. 300 W., WASHINGTON TERRACE, UTAH",41.179722,-111.983056
"425 W 2550 NORTH, OGDEN, UTAH",41.303614,-111.987871
230 AIRPORT RD S.,42.88759,-73.24984
S 18TH AND HAYES ST,38.8577,-77.05922
"U.S. GEODETIC SURVEY, OFF RT.2, CORBIN",38.20087,-77.37742
"BEACH,INTERSECTION OF CO.ROADS 655 & 654",37.35748,-77.59355
 MT.VERNON 2675 SHERWOOD HALL LANE,38.74232,-77.07743
 RT651 C PHELPS WILDLIFE MANAGEMENT AREA,38.47367,-77.76772
"RTE 669, BUTLER MANUF. CO NEAR REST VA",39.28102,-78.08157
7345 MCCLELLAN RD MECHANICSVILLE VA,37.60613,-77.2188
"38-I, BROAD RUN HIGH SCHOOL, ASHBURN",39.02473,-77.48925
"LURAY CAVERNS AIRPORT, ROUTE 647",38.66373,-78.50442
JAMES S. LONG PARK,38.85287,-77.63462
"21-C,GLENWOOD-PEDLAR DISTRICT RANGER STA",37.62668,-79.51257
"WIDEWATER ELEM. SCH., DEN RICH ROAD",38.48123,-77.3704
16-B RURAL RETREAT SEWAGE DISPOSAL,36.89117,-81.25423
"TIDEWATER COMM. COLLEGE, FREDERIC CAMPUS",36.90118,-76.43808
"TIDEWATER RESEARCH STATION, HARE ROAD",36.66525,-76.73078
1500 SE BLAIRMONT DR (Mountain View High School),45.616667,-122.516667
2000 NW SAMMAMISH RD,47.5525,-122.064722
42404 SE NORTH BEND WAY,47.49022,-121.77278
30525 SE MUD MOUNTAIN ROAD,47.1411,-121.9379
1/4 MILE OFF HWY 14 - 1 MI. W OF WISHRAM,45.666204,-121.000708
48935 US HWY 12,46.624184,-121.388064
"71 EAST CAMPUS DRIVE, BELFAIR, WA  98528",47.418587,-122.851252
"JACKSON VISITOR'S CENTER MT RAINIER, WA",46.7841,-121.740367
PACK FOREST/.6 MI N OF LAGRANDE ON HWY 7,46.842882,-122.318725
"MOUNT RAINIER NP, TAHOMA WOODS ADMIN",46.75838,-122.12429
728 RANGER STATION RD,48.539286,-121.448184
S 26010 Smith Road (Turnbull Slough National Wildlife Refuge),47.41645,-117.52997
"E 9814 GREENBLUFF RD, GREENBLUFF",47.82728,-117.27422
"709 MILL RD SE YELM, WA",46.93621,-122.612069
1330 LOOMIS TRAIL RD,48.95074,-122.55441
MARTINSBURG - BALL FIELD,39.448105,-77.963845
SAM BLACK CHURCH - DOH GARAGE,37.908533,-80.632633
"UW Green Bay, E Circle Drive",44.53098,-87.90799
"1045 WENDT RD, COLUMBUS",43.31551,-89.10889
"POPPLE RIVER, NADP FIRE STATION #565",45.794997,-88.400045
" N3996 KELLY RD, TWN BYRON",43.6874,-88.42205
"GREEN CO, W5860 ADVANCE RD, CLARNO TNSHP",42.533899,-89.659563
634 W. Linden DR.,43.002,-88.81864
"BARBERSHOP QUARTET SCY, 7944 SHERIDAN RD",42.559187,-87.826185
"CHIWAUKEE PRAIRIE, 11838 FIRST COURT",42.50472,-87.8093
"UW PARKSIDE, 900 WOOD RD, KENOSHA",42.652798,-87.84952
1630 Milwaukee St,44.44312,-87.50525
"COLLINS FIRE TOWER, CO HWY JJ",44.082493,-87.968706
2193 E Goodwin Rd,44.13862,-87.61612
"LAKE DUBAY, 1804 Bergen Rd",44.70735,-89.77192
"HEALTH CENTER, 1337 SO 16TH ST",43.01724,-87.93369
7528 W. APPLETON AVE.,43.092789,-88.005644
"BLAKEWOOD SCHOOL, 3501 BLAKEWOOD AVE.",42.896406,-87.878137
"4398 GRACE LANE, HARSHAW",45.678052,-89.632311
4579 N. Meade Street,44.30738,-88.39509
1866 N Port Washington Rd,43.34317,-87.92087
485 County Hwy D,43.4983,-87.8102
1519 WASHINGTON AVE,42.713897,-87.798634
1948 MERRILL ST,42.50908,-89.06281
"HWY 64, SOMERSET TOWN HALL",45.124437,-92.662696
"KOHLER ANDRE PARK, 1520 Beach Park Rd.",43.66737,-87.71631
"SHEBOYGAN FALLS HIGH, 220 AMHERST AVE",43.718328,-87.813144
"WILDCAT MTN, HWY 33, ONTARIO",43.70222,-90.5683
2420 ELGIN CLUB RD,42.580009,-88.499046
"SLINGER, HWY 60 & SCENIC, POLK TWNSHP",43.327225,-88.220372
"CARROLL COLLEGE, 225 N. GRAND AVE.",43.003901,-88.232036
"PVHC-OSHKOSH, 725 BUTLER ST",44.075262,-88.529835
THUNDER BASIN GRASSLAND SITE 35 MI N-NE GILLETTE WY,44.6522,-105.2903
SOUTH CAMPBELL COUNTYAPPROX 15 MILES SSW OF GILLETTE WY  (SEE APPLE BUTTE QUAD MAP),44.146964,-105.529994
YELLOWSTONE NATIONAL PARK,44.56536,-110.40034
"ST JOHN, VIRGIN ISLANDS",18.334399,-64.795972
"PASEO MORELOS S/N Y RIO LERMA, TECATE,BC",32.575061,-116.619184
CALLE EL CID,31.689722,-106.4597
JOSE BORUNDA,31.73561,-106.460242
AVENIDA DE LA INDUSTRIA,31.7122,-106.3953
"ROOSEVELT PARK--CAMPOBELLO ISLAND, NB",44.874774,-66.95619
"1350 SAN BERNARDINO RD., UPLAND",34.10374,-117.62914
2325 IRVING ST.,39.751761,-105.030681
1039 SAND ISLAND PARKWAY,21.303382,-157.871171
WACKER AT ADAMS,41.87898,-87.635556
6545 W. HURLBUT ST.,41.984332,-87.792002
10421 N. US HWY. 45,39.067159,-88.548934
"POAG ROAD, EDWARDSVILLE",38.793341,-90.039762
INDIANA DUNES N. LAKESHORE,41.631427,-87.086977
Highway 964,30.593978,-91.251943
"PORT CLYDE, MARSHALL POINT LIGHTHOUSE",43.917955,-69.26059
8562 E STOLL RD,42.798339,-84.393795
13701 OAK PARK BLVD (OAK PARK),42.463063,-83.183199
"5483 CLUBHOUSE DR-WINTERWOOD, LAS VEGAS",36.142957,-115.056305
"STATE ROUTE 13, NEAR CAMDEN",43.30268,-75.71978
8217 ATOMIC ROAD (INDIAN DRIVE) [Jackson],33.342226,-81.788731
Ashton Road [Ashton],33.007866,-80.965038
4951 HEMINGWAY HIGHWAY [Indiantown],33.723808,-79.565096
6655 Bluebird Lane,29.51509,-98.620166
426 Commerce Street,29.010841,-95.397744
4510 1/2 Aldine Mail Rd,29.901036,-95.326137
16822 Kitzman,30.039524,-95.673951
4401 1/2 Lang Rd,29.834167,-95.489167
1262 1/2 Mae Drive,29.767997,-95.220582
2700 Austin Ave,30.085263,-93.761341
1355 NORTH 200 WEST PROVO UT,40.253611,-111.663056
1405 Sheldon Road,29.802707,-95.125495
"542 Wesley-Miller Rd, Harrodsburg, KY 40330",37.7046,-85.0485
"Lower Lake Recreation Area, Caddo Valley, AR 71923",34.1795,-93.0988
San Gorgonio Wilderness,34.193925,-116.914063
"Gunnison National Forest, Crested Butte, CO 81224",38.9564,-106.9858
"Sebastian Inlet State Recreation Area, Vero Beach, FL 32963",27.8492,-80.4554
"Apalachicola National Forest, Bristol, FL 32321",30.1103,-84.9903
"Georgia Station Georgia Agricultural Experiment Station, Williamson, GA 30292",33.1787,-84.4052
"10952 E. Parker Rd, Stockton, IL 61085",42.2869,-89.9997
"Southwest Purdue Agricultural Center, Vincennes, IN 47591",38.7408,-87.4853
"Konza Prairie Biological Station, Manhattan, KS 66502",39.1021,-96.6096
"State Highway 437, West Liberty, KY 41472",37.9214,-83.0662
"5720 Old Dover Rd, Cadiz, KY 42211",36.7841,-87.8499
"45 Radar Rd, Ashland, ME 04732",46.6041,-68.4135
"Lagrange Rd, Howland, ME 04448",45.2158,-68.7082
"1821 E. Dickerson Rd, Unionville, MI 48767",43.6138,-83.3591
"Washington Crossing State Park, Titusville, NJ 08560",40.3125,-74.8729
"Huntington Wildlife Forest, Newcomb, NY 12852",43.9731,-74.2232
"Connecticut Hill Wildlife Management Area, Newfield, NY 14867",42.4006,-76.6538
"Pisgah National Forest, Newland, NC 28657",36.1058,-82.0454
"Open Grounds Farm, Beaufort, NC 28516",34.8848,-76.6203
"USDA Southern Research Station, Coweeta Hydrologic Laboratory, Otto, NC 28763",35.0608,-83.4306
"136 Perry Dr, Candor, NC 27229",35.2632,-79.8365
"Ecology Research Center, Miami University, Oxford, Ohio 45056",39.5327,-84.7286
1.2 MILES NE BROKENSWORD,40.916964,-82.997641
"Deer Creek State Park, Mt Sterling, OH 43143",39.6359,-83.2605
"58163 St. Johns Rd, Quaker City, OH 43773",39.9428,-81.3373
"747 Winding Rd, Biglerville, PA 17307",39.9231,-77.3078
"1366 Tadpole Rd, Pennsylvania Furnace, PA 16865",40.7208,-77.9319
"Maurice K Goddard State Park, Sandy Lake, PA 16145",41.4271,-80.1451
"Laurel Hill State Park, Rockwood, PA 15557",39.9878,-79.2515
"Edgar Evans State Park, Smithville, TN 37166",36.0388,-85.7331
"1856 Horton Ln, Newport, VA 24128",37.3297,-80.5578
"Prince Edward-Gallion State Forest, Burkeville, VA 23922",37.1655,-78.3069
"Cedar Creek State Park, Cedarville, WV 26611",38.8795,-80.8477
"USDA Northern Research Station, Monongahela National Forest, Parsons, WV 26287",39.0905,-79.6617
"W 10746 County Highway M, Medford, WI 54451",45.2066,-90.5969
"Roosevelt National Forest, Centennial, WY 82055",41.3642,-106.2399
"Skyline Dr, Pinedale, WY 82941",42.9288,-109.788
"310 S BROOKS, MESA",33.41018,-111.86536
2035 N 52ND ST-EMERG MGMT STN-PAPAGO PRK,33.469766,-111.96709
163 S PRICE RD-WEST CHANDLER STATION,33.301716,-111.892918
"41402 N 87TH AVE,LAKE PLEASANT",33.870035,-112.287662
9500 SOUTH AVE 8E AZ WESTERN COLLEGE,32.685171,-114.492374
"2614 OLD 1ST ST., LIVERMORE",37.6849,-121.7659
NORTH PERIMETER ROAD,37.13828,-119.267624
"SAN FERNANDO RD, SANTA CLARITA (NEWHALL)",34.387498,-118.53453
"315 W. PONDERA ST., LANCASTER, CA",34.689985,-118.13285
1010 S. Harbor Blvd.,33.821353,-117.91427
"23022 EL TORO RD., EL TORO",33.627244,-117.691163
"5000 ROCKLIN ROAD, ROCKLIN, CA  95677",38.78879,-121.217727
"1701 MISSION AVE., OCEANSIDE",33.202686,-117.366797
2850 LOGAN AVE - SAN DIEGO,32.698663,-117.133087
"13521 E. MARIPOSA, STOCKTON",37.906869,-121.148275
"3 W. CARRILLO ST., SANTA BARBARA, CA.",34.421386,-119.702079
"500 S BROADWAY, SANTA MARIA",34.948034,-120.435441
"120B N 4TH ST, SAN JOSE",37.339666,-121.888575
"BAAPCD-401 GREGORY ST, FAIRFIELD",38.2455,-122.0539
"4SW-7310 PACIFIC AVE, PLEASANT GROVE",38.848232,-121.515236
"15700 OLD OAK RANCH ROAD - SONARA, CA",38.050479,-120.300747
"2SW, 2815 TELEGRAPH RD, PIRU",34.398608,-118.824817
"5500 CASITAS PASS RD, NEAR OAK VIEW",34.38694,-119.416785
811 15TH ST.,40.41637,-104.692742
UNIVERSITY ROAD,41.841485,-73.162889
525 PEPPER STREET,28.02474,-80.658388
5198 118TH STREET,30.231629,-81.716763
"1111 SE 6TH COURT, CAPE CORAL",26.63174,-81.960089
WALESKA,34.320372,-84.554652
"TRUMAN COLLEGE,1145 W. WILSON",41.964199,-87.658667
"FOREST ELEM SCHOOL, 1375 5TH AVE",42.027807,-87.905344
1321 WILMOT RD.  WOODLAND PARK ELEM. SCH,42.177247,-87.864791
1441 LAKE STREET,42.290579,-87.981743
"WATER TREATMENT PLANT, 1300 W. VISTULA",41.719217,-85.831106
2 MILES S OF 64 ON SR 145,38.207004,-86.574984
233 BIRCH STREET,37.24204,-83.181005
SEAWALL-RANGER GARAGE,44.239322,-68.30568
DOVER-ANDREWS PROPERTY 105 BEAR HILL RD,45.164167,-69.213889
NAVY ROAD,43.70135,-69.837072
PRINCE FREDERICK HEALTH DEPT.175 MAIN,38.54,-76.583889
"FED CENTER, SUITLAND PKY, SUITLAND MD",38.851667,-76.932778
1 BORDERLAND ST.,42.063156,-71.148383
"152 SOUTH WESTFIELD STREET, FEEDING HILL",42.061762,-72.677592
"RICHARDS-GEBAUR AFB, KANSAS CITY",38.856151,-94.550794
625 SHADOW LANE,36.163581,-115.163056
"KANKAMAUGUS HIGHWAY, CONWAY, NH",43.979515,-71.133681
4100 ISLETA RD SW,35.013382,-106.689192
"Las Cruces Well #41, Las Cruces, NM",32.424813,-106.674724
"4430 SR 222, BATAVIA,",39.093118,-84.186046
245 W 5TH ST.,40.708798,-81.600797
"AIRPORT, S.R.193 IN",41.259407,-80.666231
"5 MI. E.,1/4 MI. S. OF TERRAL ON APACHE",33.892302,-97.857165
TALIHINA AIRPORT,34.709823,-95.072739
NOBLE FOUNDATION-RED RIVER RESEARCH FARM,33.880812,-97.275896
TEXOMA STATE LODGE,33.995099,-96.630553
277 WASHINGTON ROAD [Wagener],33.647719,-81.342589
Clemson Road [SANDHILL],34.132628,-80.876002
GUARD CAMP 2 PUMP HOUSE,44.072766,-103.268516
FM 134 EAST OF JEFFERSON,32.742919,-94.303524
10137 CARL PICKERING MEMORIAL DRIVE,30.353889,-95.421667
TYLER POUNDS FIELD AIRPORT,32.358204,-95.409955
1101 E. ARKANSAS LANE,32.706944,-97.093611
"12885 S. 5600 WEST, HERRIMAN, UTAH",40.518056,-112.022222
"471 E. 2600 NORTH, NORTH OGDEN, UTAH",41.305,-111.965278
WEYERHAEUSER MILL/MAIN OFFICE BLDG,47.183992,-121.915109
AT THE DAM AT PACKWOOD LAKE,46.595392,-121.568697
9409 KAPOWSIN HWY E_IN GRAHAM WA,46.979824,-122.299283
"ALVERNO COLLEGE, 3401 S. 39TH STREET",42.981959,-87.964807
URB. MANSIONES CALLE ZARZUELA,18.434113,-66.161278
MT ORD-TONTO NF,33.905278,-111.41
"ROOF,TWO WORLD TRADE CENTER",40.711491,-74.01264
1326 MOHAWK BLVD,36.198148,-95.974163
12245 FRANKSTOWN RD MUNICIPAL BUILDING,40.47229,-79.819771
500 NORTH CAMPBELL ST.,31.763076,-106.486712
1307 1/2 CRAWFORD ST.,29.751111,-95.361389
"MANISTEE NATIONAL FOREST, MI SR55",44.22445,-85.818678
161 BUFORD LANE,31.188933,-85.423094
26453 W. MC85,33.36985,-112.62068
10844 EAST OSBORN ROAD SCOTTSDALE AZ 85256,33.488131,-111.855443
"720 N Colusa Street, Willows",39.53387,-122.190834
"19405 BUENA VISTA BLVD, ARVIN, CA., 93203",35.23918,-118.78863
"4144 SAN GABRIEL RIVER PKWY, PICO RIVERA",34.01029,-118.0685
415 Pearl Street,36.209286,-121.126371
"12160 Santiago Rd. Banning, CA 92220",33.944713,-116.830074
5130 POINSETTIA PLACE,33.99636,-117.4924
"6125A KEARNY VILLA RD., SAN DIEGO",32.845709,-117.123964
"5749 S. TRACY BLVD., TRACY",37.682635,-121.442495
"3220 SOUTH HIGUERA STREET, SAN LUIS OBISPO",35.25651,-120.6693
"DNR Fish Hatchery, 231 Fish Hatchery Road, Summerville, Georgia, 30747",34.474526,-85.408847
"Riverside Park, 4431 Hardy McManus Road, Evans, Georgia, 30809",33.582044,-82.131249
12500 St. Rd. 62-Charlestown State Park/ Indiana Armory,38.393822,-85.664118
1751 OLIVER ST/ WHITING HIGH SCHOOL,41.681497,-87.493836
19856 OLD ST RD 37/PERRY CENTRAL HS/ LEOPOLD,38.115152,-86.60325
2335 SHIELDS DR/ SOUTH BEND CAAP 2,41.69666,-86.214722
700 Cajundome,30.22611,-92.042908
1421 Hwy 22 West,30.429381,-90.199678
"FINGER LAKES: 1505 East Peaboy Road, Columbia, MO 65202",39.07803,-92.31632
"NEW BLOOMFIELD: 2625 Medow Lane, New Bloomfield, MO, 65063",38.70608,-92.09308
"TRIMBLE: 7536 SW O Highway, Trimble, MO 64492",39.53063,-94.55594
"FELLOWS LAKE: 4208 E Farm Road 66, Springfield, MO 65803",37.319186,-93.204411
"ARNOLD WEST: 1709 Lonedell Drive, Arnold, MO 63010",38.448672,-90.395904
"FOLEY: #7 Wild Horse, Foley, MO 63347",39.04512,-90.86633
"PACIFIC: 18701 Old Highway 66, Pacific, MO 63039",38.49015,-90.70509
"668 Gretta Ln, Indian Springs",36.569333,-115.676651
LEBANON AIRPORT,43.629605,-72.309499
205 WILOUGHBY BLVD,36.109006,-79.802314
403 Government Circle,35.641276,-77.360126
"1707 Runway Drive, Room #4",39.529112,-84.394003
4706 DETROIT RD.,41.420882,-82.095729
1401 Harshman Road,39.785644,-84.134412
"45 S. WABASH AVENUE, S.R 93",40.712778,-81.598333
2175 ROBERTS RD Loudon TN 37774,35.721095,-84.343035
"State Spur 54D, Niobrara, NE 68760",42.829154,-97.854129
3000 EAST 16TH AVENUE,61.205861,-149.824602
11723 OLD GLENN HIGHWAY,61.3267,-149.569707
755 W BONITO,35.206111,-111.652777
"18791 Yuma Frank Road, Ft. McDowell, AZ",33.629246,-111.676928
"15115 BEELINE HIGHWAY, SCOTTSDALE, AZ 86256",33.507992,-111.755334
"3250 NORTH STAPLEY DRIVE, MESA, AZ 85203",33.474609,-111.805769
"4827 NORTH COUNTRY CLUB DRIVE, SCOTTSDALE, AZ 85256",33.508125,-111.83852
330 Grove Avenue,34.5467,-112.4761
463 POLK 631,34.454514,-94.143521
DOYLE SPRINGS ROAD,34.681343,-92.328697
Pond Road,35.579647,-92.447169
600 SOUTH OLD MISSOURI ROAD,36.1797,-94.116827
9925 International Blvd,37.743065,-122.169935
32650 West Adams Avenue Tranquillity CA 93668,36.634225,-120.382331
17225 Jersey Ave.,36.233274,-119.766212
700 North Bullis Road,33.901389,-118.205
28261 Avenue 14 Madera CA 93638,36.953256,-120.034203
Yosemite National Park - School Yard,37.7478,-119.5917
Yosemite National Park - Glacier Point,37.730717,-119.571554
10551 Bellegrave,34.007,-117.521
"JOSHUA TREE NATIONAL PARK, CALIFORNIA",33.7411,-115.8206
"12705 Pechanga Rd., Temecula, CA 92592",33.447867,-117.088649
Joshua Tree National Park - Pinto Wells,33.9397,-115.4108
90-333 Avenue 63,33.590833,-116.088333
66725  MARTINEZ ROAD,33.56125,-116.153383
"68 GOLDENLAND COURT, SACRAMENTO, CA 95834",38.650783,-121.506767
Mojave National Preserve,35.1019,-115.7767
"8 1/2 Crestwood Road, Boulevard, CA 91905",32.725226,-116.365203
"10848 HWY 76, PALA, CA 92059",33.362593,-117.09023
3601 GILLIS CANYON ROAD,35.64368,-120.23135
9640 CARRIZO HIGHWAY,35.35472,-120.04019
"13791 Lake Blvd, Shasta Lake, CA",40.689253,-122.402194
"1839 South Newcomb Street Porterville, CA 93257",36.031831,-119.055018
36001 E. Quincy Ave.,39.638522,-104.569335
Eldora Ski Area,39.941,-105.612
Trout Creek Pass,38.91,-106.001
Goliath Peak,39.643,-105.592
Mount Evans,39.587,-105.641
11500 N. Roxborough Park Rd.,39.534488,-105.070358
101 BANKS PL.,38.853097,-104.901289
195 W. 14th St.,39.54182,-107.784125
Flattops #3,39.799,-107.617
Ripple Creek Pass,40.085,-107.312
Sunlight Mountain,39.426,-107.38
Wilson,39.489,-107.168
McClure Pass,39.09,-107.234
26137 Conifer Road,39.541515,-105.29841
Weminuche Wilderness Area - Shamrock Station,37.30389,-107.484167
3416 LA PORTE AVE.,40.592543,-105.141122
11835 Rist Canyon Road,40.642103,-105.275029
865 Rapid Creek Rd.,39.130575,-108.313835
Grand Mesa,38.93,-108.23
Silt-Collbran,39.34,-107.71
Colorado National Monument,39.1067,-108.7411
106 W. North Street,37.350054,-108.592334
Kenosha Pass,39.417,-105.755
Ajax Mountain,39.154,-106.821
585 CEMETERY LANE,39.196,-106.836
"Meeker, Colorado Plant Science Building",40.038889,-107.8475
"Rangely Colorado, Golf Course",40.086944,-108.761389
Miramonte Reservoir,38.007,-108.413
Manitou Experimental Forest,39.101,-105.093
"141 Smith Street, Groton",41.35362,-72.07882
"3211 College Ave, Davie, FL 33314",26.073536,-80.33845
4770 Cisco Dr,30.378217,-81.8409
950 SE MONTEREY RD,27.172458,-80.240689
720 Lovejoy Rd,30.426533,-86.666217
"1199 LANTANA ROAD,",26.59123,-80.060867
1500 WOODLAWN WAY,30.394133,-87.008033
"401 EAST LINDEN ST.  BOISE, ID 83706",43.577603,-116.178156
"3311 W. STATE STREET, BOISE",43.634585,-116.233919
City of Rocks National Reserve - Juniper Campground,42.028889,-113.729167
"Kootenai Water District Building on West Lancaster Road - north of HAYDEN, IDAHO",47.788908,-116.804539
1301 S. 48TH ST.,39.915409,-91.335868
STATE ROUTE 14,38.082155,-88.624943
3050 MAYDEN RD,39.845356,-89.597457
"1685 N. 10TH STREET, NOBLESVILLE",40.065194,-86.008061
Noblesville- 9900 E. 191st St.,40.068297,-85.992451
"206 Polk St, Pisgah, IA",41.832256,-95.928185
2010 METROPOLITAN,39.327391,-94.95102
12831 W. 117N,37.897506,-97.492083
2501 RANDOLPH AVENUE,39.024265,-95.711275
Cumberland Gap National Historic Park,36.6719,-83.5264
27 WABANAKI  WAY INDIAN ISLAND MAINE 04468,44.952043,-68.647677
"BROWN'S POINT ROAD, Bowdoinham",44.005,-69.82778
"PUBLIC LANDING, Jonesport",44.531907,-67.59587
184 COUNTY ROAD,44.963633,-67.060728
"Rt. 11, Shapleigh Ball Park, West Newfield Road, Shapleigh, Maine",43.58889,-70.87734
350 Stafford Road,38.536722,-76.617194
Assateague Island National Seashore,38.2511,-75.1594
"Furley E.S. Recreational Center, 4633 Furley Avenue.",39.328807,-76.553075
"1 HERRING CREEK RD, AQUINNAH(WAMPANOAG TRIBAL SITE)",41.330469,-70.785225
HARBOR STREET,42.814412,-70.817783
685 WASHINGTON STREET,42.770837,-71.10229
"11 TECHNOLOGY DRIVE,  EPA NEW ENGLAND REGIONAL LABORATORY",42.62668,-71.362068
366 E HARTFORD DR,42.099699,-71.619399
650 W EASTERDAY AVE (SAULT STE MARIE),46.493633,-84.364207
3031 DOMRES RD (MANISTEE LRB),44.307,-86.242649
26624 NORTH TOWER ROAD,46.851811,-95.846272
16384 AIRPORT RD,46.39674,-94.1303
WEST HIGHWAY 19,44.4438,-95.81789
1202 EAST UNIVERSITY CIRCLE,46.81826,-92.08936
400 Baltic St,30.300833,-89.395916
"SAVANAH: 11796 Highway 71, Savanah, MO 64485",39.9544,-94.849
"ALBA: 20400 Millwood Road, Alba, MO64755",37.2385,-94.42468
"FARRAR: County Road 342, Farrar, MO 63746",37.70264,-89.69864
"BRANSON: 251 S.W. Outer Rd, Branson, MO 65616",36.707727,-93.222
Glacier National Park - portable ozone unit,48.7408,-113.4347
"BOYD PARK, 3100 WASHBURN Rd.",46.842181,-114.021499
